clinician_hours_released,clinician_hours_used,clinician_hours_unused,overall_clinician_utilisation,assessment_utilisation,workshop_utilisation,warmup_days,collection_days,run_length,scenario,rep
26070.0,22876.686943070596,3193.3130569294026,0.8775100476820328,0.8056797399072552,0.07183030777477785,0.0,3650.0,3650.0,baseline,0
