clinician_hours_released,clinician_hours_used,clinician_hours_unused,overall_clinician_utilisation,assessment_utilisation,workshop_utilisation,warmup_days,collection_days,run_length,scenario,rep
5474.0,4496.490005168998,977.5099948310012,0.8214267455551696,0.7473573523705891,0.07406939318458051,0.0,1095.0,1095.0,baseline,0
