clinician_hours_released,clinician_hours_used,clinician_hours_unused,overall_clinician_utilisation,assessment_utilisation,workshop_utilisation,warmup_days,collection_days,run_length,scenario,rep
1820.0,1468.4245536569977,351.57544634300234,0.8068266778335152,0.7408823430552011,0.06594433477831409,0.0,365.0,365.0,baseline,0
